Desc	Family ID	Adohon	Amytra	Arcpla	Bicany	Bommor	Calcec	Cydspl	Danple	Heldem	Hellat	Helmel	Hylves	Hypkah	Juncoe	Leracc	Mansex	Melcin	Opebru	Ostnub	Papgla	Papmac	Pappol	Papxut	Phosen	Pienap	Ploint	Pluxyl	Spofru	Tricni	Vancar
(null)	2921	2	1	1	1	1	1	2	1	1	1	1	1	2	2	1	1	1	2	1	2	2	2	1	2	2	1	1	1	1	1
(null)	2922	1	1	4	1	2	1	1	1	2	1	1	3	1	1	1	1	1	1	2	1	1	0	0	1	2	3	1	1	1	2
(null)	2923	0	2	1	2	2	1	2	1	1	2	1	3	2	1	1	1	2	1	1	1	2	1	1	1	1	2	1	1	1	1
(null)	2924	0	3	1	1	2	1	2	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	2	1	2	2	1	3	1
(null)	2925	1	3	1	1	1	1	1	2	1	2	1	2	1	1	1	3	0	1	2	2	2	1	1	1	1	1	1	1	2	1
(null)	2926	1	2	2	1	1	1	1	1	2	1	1	5	2	1	0	1	1	3	1	1	1	1	1	1	0	2	1	1	2	1
(null)	2927	1	1	2	1	1	4	0	1	2	2	1	2	2	0	2	2	1	2	0	1	2	1	1	1	1	1	1	2	1	1
(null)	2928	0	2	1	1	1	2	1	1	1	2	1	1	2	1	1	2	1	2	1	2	2	2	1	1	0	1	2	1	2	2
(null)	2929	1	1	1	1	2	2	1	2	1	3	1	1	2	1	1	2	2	1	1	1	1	1	1	1	1	1	2	2	1	1
(null)	2930	1	1	2	2	1	3	1	1	2	2	1	2	1	1	1	1	1	1	1	1	1	2	3	1	1	1	1	1	1	1
(null)	2931	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	2	3	2	1	1	1	2	1	2	1	2	2	1
(null)	2932	1	2	1	1	1	1	1	1	1	1	1	2	2	2	1	1	1	2	1	1	1	1	1	1	2	2	1	3	2	1
(null)	2933	1	1	1	1	3	1	2	1	1	1	1	2	1	1	1	2	1	1	1	2	2	2	1	1	1	1	1	1	2	1
(null)	2934	1	1	0	0	1	1	2	1	1	1	1	2	1	1	3	1	2	2	1	2	1	2	1	1	2	1	2	1	2	1
(null)	2935	1	4	1	1	1	1	1	1	1	2	1	3	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	2	1
(null)	2936	1	1	1	1	2	2	1	1	1	5	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	2	1	1	1	1
(null)	2937	1	1	1	1	1	1	1	3	1	1	1	1	1	2	1	1	1	3	1	1	1	1	2	2	1	2	1	2	1	1
(null)	2938	1	1	0	2	2	3	2	1	1	1	1	2	1	1	2	1	1	1	2	1	1	1	1	1	1	2	1	1	1	2
(null)	2939	1	1	2	2	2	2	1	1	1	2	1	2	1	1	1	1	1	2	1	1	0	1	1	1	2	1	1	1	2	2
(null)	2940	1	1	1	1	2	1	1	1	2	1	1	1	1	1	2	1	1	2	2	1	1	1	1	2	1	2	2	2	1	1
(null)	2941	1	1	2	1	1	1	2	1	3	3	1	1	2	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1
(null)	2942	1	2	1	1	1	1	1	2	1	0	1	1	3	1	1	1	3	1	3	1	1	1	1	1	3	1	1	1	1	1
(null)	2943	1	4	1	1	1	1	1	1	1	1	1	3	2	1	1	1	1	1	1	2	1	1	1	1	1	1	2	2	1	1
(null)	2944	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	3	2	2	1	1	1	1	2	1	2	1	0	2
(null)	2945	1	1	2	1	1	1	1	1	1	1	1	2	1	4	0	2	3	1	1	2	1	2	1	1	1	1	1	1	1	1
(null)	2946	1	1	2	1	1	1	1	1	1	3	1	1	2	1	2	2	1	2	1	1	1	1	2	1	0	1	1	2	1	2
(null)	2947	1	1	1	1	1	1	1	2	2	3	1	2	2	1	1	1	1	2	1	1	1	1	2	1	1	1	2	1	1	1
(null)	2948	0	1	1	1	1	1	2	2	1	1	1	1	4	1	1	1	1	3	1	1	1	1	1	1	1	1	2	1	3	1
(null)	2949	1	1	1	1	1	1	1	1	2	1	2	1	1	1	3	1	2	3	1	1	1	1	2	1	1	1	1	2	1	1
(null)	2950	2	2	0	1	1	2	1	1	1	0	1	2	2	2	1	1	1	3	1	4	1	1	1	1	1	1	1	1	1	1
(null)	2951	1	1	1	2	3	5	1	0	1	0	1	5	0	2	0	1	1	1	2	0	1	2	0	1	0	2	2	2	1	0
(null)	2952	1	1	2	1	2	3	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	2
(null)	2953	2	2	1	2	1	4	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	2	1	1	1	1	1	1	1
(null)	2954	1	1	1	1	1	3	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	3	2	1
(null)	2955	1	1	1	1	2	1	2	1	1	4	1	1	1	1	1	1	1	3	1	2	1	1	1	1	1	1	2	1	1	1
(null)	2956	1	1	1	2	2	1	1	1	1	2	1	2	1	1	1	1	2	1	1	1	3	2	2	1	1	1	1	1	1	1
(null)	2957	1	1	2	1	1	1	1	1	1	2	1	2	3	1	1	1	1	1	1	1	1	1	2	1	1	3	1	2	1	1
(null)	2958	1	1	1	1	1	3	1	2	1	1	1	1	2	1	1	1	0	1	0	0	1	2	1	2	2	2	1	4	2	1
(null)	2959	1	1	0	1	1	1	1	1	2	1	1	4	1	1	1	1	2	1	1	1	2	1	1	1	1	2	2	1	3	1
(null)	2960	1	1	1	1	1	3	1	1	1	2	1	1	1	1	2	1	2	1	2	2	1	1	1	1	1	1	1	3	1	1
(null)	2961	1	1	1	1	1	1	1	1	1	2	1	2	1	1	2	1	1	2	1	1	2	1	1	2	1	1	1	1	2	3
(null)	2962	1	1	1	2	1	1	1	2	1	1	2	2	1	1	2	2	1	1	1	1	1	1	1	2	2	1	1	1	2	1
(null)	2963	1	1	1	1	2	3	3	1	2	1	2	1	1	1	1	3	2	1	1	0	1	1	0	2	1	1	0	1	1	2
(null)	2964	6	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	2
(null)	2965	1	3	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	2	1	2	1	1	1	2	2	1
(null)	2966	1	1	1	1	2	3	2	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	2	1	3	1	1	1	1
(null)	2967	1	1	1	1	1	3	2	1	1	1	1	4	1	1	1	2	1	2	0	1	1	2	1	1	1	1	1	1	1	2
(null)	2968	1	2	1	1	1	1	1	2	1	2	1	2	1	1	1	1	1	3	2	1	1	1	1	2	1	2	1	1	1	1
(null)	2969	1	1	1	1	1	3	1	2	1	1	1	2	1	1	1	1	1	2	2	1	2	1	1	1	2	2	1	1	1	1
(null)	2970	0	0	0	1	0	0	0	0	1	4	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(null)	2971	1	3	1	1	2	1	1	1	1	1	1	1	1	2	2	1	2	2	2	1	1	1	1	2	1	1	1	1	1	1
(null)	2972	1	1	1	1	3	1	1	1	1	2	1	3	1	1	2	2	1	1	1	1	1	1	1	2	1	1	1	2	1	1
(null)	2973	1	1	1	1	2	1	1	1	1	4	1	3	1	1	1	1	2	1	1	1	1	1	1	1	1	2	2	1	1	1
(null)	2974	1	2	2	2	2	1	1	2	1	2	1	1	0	2	1	2	0	0	1	2	2	0	4	1	1	1	1	1	1	1
(null)	2975	1	3	2	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	2	1	2	3	1	1	1	1	1	1	1
(null)	2976	1	1	1	1	1	2	2	2	2	4	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1
(null)	2977	1	2	1	2	1	1	2	1	1	4	1	1	1	1	3	1	1	1	0	0	1	1	1	2	1	1	2	1	2	1
(null)	2978	1	1	2	2	1	1	1	1	1	3	1	2	1	1	1	1	1	1	1	1	1	1	1	1	3	1	2	1	1	2
(null)	2979	2	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	2	1	3	2	1	1	1	1	1	2	1	2	1	1
(null)	2980	1	1	1	1	1	2	1	2	1	0	1	2	1	4	1	2	1	1	2	2	1	1	2	1	1	1	1	1	1	1
(null)	2981	1	1	2	1	1	2	1	1	1	3	2	1	1	1	1	1	1	2	2	1	2	1	1	2	1	1	1	1	1	1
(null)	2982	2	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	3	1	1	1	1	1	1	1	2	2	2	2	1
(null)	2983	1	1	1	1	1	2	2	1	1	2	1	1	2	1	1	1	1	1	2	1	3	1	2	2	1	1	1	1	1	1
(null)	2984	1	2	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	3	1	1	2	1	1	1	1	2	1	2	1	2
(null)	2985	2	2	1	1	1	2	1	2	1	2	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	2	1	2	1
(null)	2986	2	1	1	1	1	2	1	1	1	2	2	1	1	1	1	2	2	1	1	1	1	1	1	1	1	2	2	1	2	1
(null)	2987	1	1	1	1	1	1	1	2	1	1	1	2	2	1	1	2	2	1	1	2	1	1	1	1	1	3	2	1	1	1
(null)	2988	1	1	1	1	1	2	1	1	2	3	3	2	1	1	1	1	2	1	1	1	1	1	1	0	2	1	2	1	1	1
(null)	2989	1	1	1	1	1	2	1	1	1	2	1	1	1	1	3	2	1	2	2	1	1	1	1	1	1	2	1	2	1	1
(null)	2990	0	2	2	1	1	1	2	2	1	0	2	2	1	1	0	1	2	1	0	1	1	1	1	5	1	1	1	2	2	1
(null)	2991	2	0	1	1	1	1	2	1	1	1	1	1	2	3	0	1	1	3	1	2	1	1	1	2	1	1	2	1	1	2
(null)	2992	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	2	1	1	1	2	2	1	2	2
(null)	2993	1	2	1	1	1	1	1	2	3	1	2	1	1	1	2	2	1	1	1	2	2	1	1	1	1	1	1	1	1	1
(null)	2994	2	1	0	2	1	1	1	1	1	1	1	1	1	1	2	2	1	2	1	2	2	2	3	1	1	1	1	1	1	1
(null)	2995	2	2	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	2	1	1	1	1	2	1	1	3	1	2	1	1
(null)	2996	2	1	2	2	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	2	1	1	2	1
(null)	2997	2	1	1	2	1	1	1	1	1	1	1	2	1	1	2	2	1	2	2	1	1	1	1	1	2	1	1	2	1	1
(null)	2998	1	2	1	2	1	1	2	1	1	1	1	2	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	2	3	1
(null)	2999	1	2	1	2	2	2	1	1	2	2	1	2	1	1	1	2	1	1	1	2	1	1	1	1	0	1	1	1	1	2
(null)	3000	2	1	1	1	1	1	2	2	1	1	1	1	1	3	2	1	1	1	1	1	1	1	1	2	1	1	2	1	1	2
(null)	3001	1	1	1	1	1	2	1	1	4	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5	1
(null)	3002	1	2	1	1	1	0	1	1	2	1	1	1	2	1	1	1	1	3	1	1	2	1	1	1	1	1	2	3	2	1
(null)	3003	2	2	1	2	1	1	1	1	1	1	2	3	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	2	1	1
(null)	3004	2	1	1	2	1	1	2	1	2	2	1	1	2	0	1	3	1	0	1	1	1	1	1	2	1	1	1	2	1	2
(null)	3005	1	3	1	1	2	1	3	1	1	2	1	2	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1
(null)	3006	1	1	1	1	2	1	1	1	2	2	1	2	1	1	1	1	2	1	1	2	2	2	1	2	1	1	1	1	1	1
(null)	3007	1	1	1	1	1	3	1	2	1	0	1	2	1	1	1	1	1	1	2	1	2	1	1	3	2	2	1	1	1	1
(null)	3008	1	1	1	1	1	1	1	1	2	4	2	2	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	2
(null)	3009	1	1	1	1	1	1	2	1	1	0	1	2	2	1	1	2	3	2	2	1	2	1	1	1	1	1	1	1	1	2
(null)	3010	1	1	1	1	1	1	1	3	1	1	1	2	1	1	2	1	1	1	2	1	3	1	2	1	1	1	1	2	1	1
(null)	3011	2	2	2	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	2	1	2	2	1	1	1	2	1	1	1	1
(null)	3012	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	2	1	1	1	2	3	1	1	3	1
(null)	3013	1	1	0	1	1	2	1	1	1	1	2	3	1	1	1	2	1	0	1	2	3	1	1	1	1	1	2	2	1	2
(null)	3014	2	1	1	2	1	1	1	1	2	4	1	1	0	1	2	1	1	0	2	1	2	1	1	2	1	1	1	2	1	1
(null)	3015	1	1	2	2	1	1	1	1	1	2	2	1	1	1	1	1	2	1	1	1	2	1	3	1	1	2	1	1	1	1
(null)	3016	1	1	1	2	2	2	1	2	1	0	1	1	2	1	3	1	1	1	3	1	1	2	1	1	1	1	1	1	1	1
(null)	3017	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	2	2	1	2	2	1	1	2	2	1	1	1	1	2	1
(null)	3018	1	1	1	1	1	2	2	2	1	1	2	1	2	1	1	2	1	3	1	1	1	1	1	1	1	1	1	1	2	1
(null)	3019	1	2	2	2	1	1	1	1	3	3	1	1	1	1	1	2	0	1	1	1	1	1	1	1	2	1	1	0	1	3
(null)	3020	1	1	1	1	2	3	1	1	2	2	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	3	1
(null)	3021	0	1	2	1	1	1	1	1	1	3	1	2	2	1	1	1	1	2	1	2	1	2	1	1	1	2	2	1	1	1
(null)	3022	2	1	2	2	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	2	1	1	3	1
(null)	3023	1	1	1	1	1	1	1	1	3	6	2	2	1	1	1	1	1	1	1	1	1	1	1	3	0	1	0	1	1	1
(null)	3024	1	1	1	1	1	5	1	2	1	1	1	1	3	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1
(null)	3025	1	1	1	2	1	0	1	1	1	2	1	2	1	2	1	1	1	2	1	2	2	2	2	1	1	1	2	1	1	1
(null)	3026	1	2	1	1	1	2	2	2	1	1	1	1	1	2	1	1	1	2	2	2	1	1	1	1	1	1	2	1	1	1
(null)	3027	1	1	1	1	2	2	1	2	1	2	2	4	1	1	1	2	1	0	0	1	1	1	2	2	1	1	1	2	0	1
(null)	3028	2	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	2	4	1	2	1	1	1	1	1	2	1	1	1	1
(null)	3029	1	1	1	1	3	1	1	2	1	2	1	1	1	1	1	2	1	1	2	2	1	1	1	1	1	1	2	2	1	1
(null)	3030	2	2	1	4	1	2	1	1	1	1	1	3	1	1	0	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1
(null)	3031	2	1	1	1	1	2	2	1	1	1	1	3	2	2	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1
(null)	3032	5	2	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	2	1	1
(null)	3033	1	1	2	2	1	2	2	2	1	1	2	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	2	1	1	1
(null)	3034	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	3	3	2	1	1	2	1	1	1	2	1	1
(null)	3035	1	1	2	1	2	1	2	1	1	1	1	1	1	2	1	1	2	1	3	1	1	1	1	1	2	2	0	1	2	1
(null)	3036	1	1	1	1	2	2	4	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	2	1	1	1
(null)	3037	1	1	2	1	1	1	2	1	1	1	1	2	1	1	1	1	1	2	1	1	2	2	1	1	2	2	2	1	1	1
(null)	3038	1	1	2	1	1	1	1	1	2	2	2	1	2	1	1	1	2	2	1	1	1	1	1	2	1	1	1	1	1	2
(null)	3039	1	1	1	2	1	1	1	1	2	2	1	2	1	1	1	1	1	2	0	2	1	1	3	1	1	1	2	1	2	1
(null)	3040	2	2	2	1	1	1	3	2	1	0	1	1	1	1	1	0	1	2	2	1	1	1	1	1	1	1	2	2	2	1
(null)	3041	1	2	1	2	2	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	2	2	2	1
(null)	3042	1	1	1	2	1	5	1	1	1	1	2	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1
(null)	3043	1	1	1	2	2	1	1	1	1	2	1	2	1	1	1	3	1	3	1	1	1	1	1	2	1	1	1	1	1	1
(null)	3044	1	2	1	1	1	2	1	1	1	2	2	1	1	1	1	1	1	1	2	1	1	1	1	1	2	2	1	2	1	2
(null)	3045	1	3	1	1	1	1	1	1	1	1	2	2	1	1	2	3	1	1	2	1	2	1	1	1	0	1	1	1	1	2
(null)	3046	1	2	1	1	1	1	1	1	1	2	1	1	1	2	2	2	2	1	1	1	1	2	1	1	1	2	2	1	1	1
(null)	3047	1	1	1	1	2	1	1	1	1	2	2	2	1	1	3	1	1	1	1	1	2	1	1	1	2	1	1	1	2	1
(null)	3048	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	2	1	2	1	1	3	1	1	1	1	1	1	2	1	3
(null)	3049	1	3	1	1	1	1	2	1	2	1	1	1	1	1	2	1	1	2	1	1	1	1	1	2	1	2	2	1	1	1
(null)	3050	1	1	1	1	3	1	1	1	1	1	2	1	2	1	1	1	2	3	1	1	2	1	1	1	1	2	1	1	1	1
(null)	3051	1	2	1	1	1	1	2	1	1	3	1	1	2	1	2	1	0	3	1	1	1	1	1	2	2	1	1	1	1	1
(null)	3052	1	1	2	2	1	0	1	2	1	3	1	1	1	1	1	1	2	1	1	2	2	1	1	2	2	1	1	1	1	1
(null)	3053	1	1	1	1	2	1	1	1	1	1	1	2	1	1	3	1	1	1	1	1	2	1	3	1	1	1	2	1	2	1
(null)	3054	1	2	1	1	1	2	2	1	1	1	1	1	1	1	1	2	1	1	3	1	2	1	1	1	2	1	1	1	1	2
(null)	3055	1	2	1	2	1	1	1	1	1	0	1	2	1	1	2	2	2	1	1	1	1	1	1	1	0	1	2	4	1	2
(null)	3056	1	1	1	1	3	1	2	2	1	1	1	3	1	1	2	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1
(null)	3057	1	2	1	2	1	2	1	1	1	1	1	3	2	1	1	1	1	1	1	1	1	2	1	1	1	2	2	1	1	1
(null)	3058	1	1	2	1	1	2	1	1	1	2	1	1	1	1	2	1	2	2	1	1	2	1	1	2	1	2	1	1	1	1
(null)	3059	1	1	1	1	2	3	1	1	1	2	1	4	1	1	0	1	2	2	1	1	1	1	1	1	2	1	1	1	1	1
(null)	3060	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	2	5	1	1	2	1	1	2	1	1	1	1	1	1
(null)	3061	1	1	1	3	1	1	1	1	1	1	1	2	2	2	1	1	1	1	2	2	1	1	1	1	2	1	1	1	1	2
(null)	3062	1	1	1	1	1	1	1	2	1	2	1	2	1	1	1	3	2	1	2	2	1	1	2	1	1	1	1	1	1	1
(null)	3063	1	1	2	1	1	0	1	1	1	2	1	3	2	3	1	1	2	2	1	0	1	1	1	1	1	2	1	1	2	1
(null)	3064	1	1	1	1	1	1	1	1	2	3	2	2	1	1	2	1	2	1	1	1	1	1	1	1	2	1	2	1	1	1
(null)	3065	1	4	1	1	1	2	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	2	1	1	1	1	2	1	2	1
(null)	3066	2	2	1	2	1	1	1	2	1	2	1	2	3	1	1	1	1	1	0	1	1	0	1	1	1	1	2	1	2	2
(null)	3067	1	1	1	2	1	2	1	1	1	1	1	1	3	1	1	1	1	2	1	1	1	2	2	1	1	2	1	1	2	1
(null)	3068	1	2	2	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	2	2	3	2	1	1	1	1	1	1	1	1
(null)	3069	1	1	3	3	1	1	1	1	1	2	1	3	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1
(null)	3070	0	1	0	1	1	1	1	1	1	2	3	1	1	2	1	1	4	2	3	1	2	1	2	1	0	1	1	1	1	1
(null)	3071	1	2	0	1	1	1	1	1	1	1	1	3	1	1	1	4	1	0	1	2	1	2	2	1	1	1	2	2	1	1
(null)	3072	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	2	1	1	1	1	1	1	1	2	2	3	1
(null)	3073	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	2	2	1	2	1	3	1	1	1	1	1	2	1	2	1
(null)	3074	1	1	2	1	1	1	1	1	2	2	2	2	1	1	2	1	2	1	1	2	1	1	1	1	2	1	1	1	1	1
(null)	3075	1	1	1	1	1	1	2	3	1	1	1	1	1	1	2	3	0	2	2	1	1	1	1	1	2	2	1	1	1	1
(null)	3076	2	2	1	1	1	1	2	2	1	2	1	1	1	1	2	2	0	1	1	1	1	1	1	3	2	1	1	1	1	1
(null)	3077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	38	0	0	0
(null)	3078	1	1	2	1	1	1	1	1	1	2	1	1	1	1	2	3	2	2	1	1	2	1	1	1	1	2	1	1	1	1
(null)	3079	1	1	1	1	1	1	1	1	2	3	1	1	2	2	2	1	1	2	2	1	1	1	1	1	2	1	1	1	1	1
(null)	3080	2	2	1	3	2	0	1	1	2	1	1	1	2	1	0	2	1	1	1	1	1	1	1	1	1	2	1	3	1	1
(null)	3081	1	2	1	1	2	1	1	1	1	3	1	1	1	1	1	1	2	2	2	1	1	2	1	1	1	2	1	1	1	1
(null)	3082	1	1	1	1	2	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	3	2	1	1	1	1	1	1	4	1
(null)	3083	1	1	0	1	2	3	1	2	1	1	1	1	1	1	1	1	3	2	1	1	1	1	1	1	2	1	2	2	1	1
(null)	3084	1	2	1	1	1	1	1	2	1	1	2	3	1	1	2	1	2	1	1	1	1	1	1	1	2	2	1	1	1	1
(null)	3085	1	1	0	2	1	1	1	1	1	2	3	1	1	1	1	2	3	2	2	1	1	1	1	2	1	1	1	1	1	1
(null)	3086	1	1	1	1	2	1	1	2	2	2	1	2	1	1	1	1	1	1	1	1	2	1	1	1	3	1	1	1	1	2
(null)	3087	2	1	1	1	1	1	3	1	2	3	1	1	1	2	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1
(null)	3088	3	1	1	1	2	1	1	1	2	1	1	1	1	1	2	1	1	3	1	1	1	1	1	1	1	1	1	1	2	2
(null)	3089	2	1	1	1	1	1	2	1	1	2	1	2	2	1	1	2	1	1	1	2	1	1	1	1	1	1	1	2	2	1
(null)	3090	1	1	1	1	1	2	1	1	1	2	1	1	2	1	1	2	1	3	2	1	2	1	2	1	1	1	1	1	1	1
(null)	3091	1	2	1	2	1	1	1	1	1	1	1	2	2	1	1	1	1	1	2	0	0	1	2	1	2	2	2	2	1	2
(null)	3092	1	3	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	2	2	1	1	2	2	1	1	1
(null)	3093	1	1	1	1	1	1	2	0	1	0	1	2	1	1	3	1	1	0	2	2	1	3	1	3	1	2	1	1	2	1
(null)	3094	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	2	1	1	1	2	2	1	3	2	1	1	1	1	2
(null)	3095	1	2	1	3	1	2	1	1	2	1	1	1	2	1	1	2	1	2	1	0	1	1	1	1	2	1	1	1	1	2
(null)	3096	1	1	1	1	1	1	2	1	2	1	1	2	1	1	2	1	1	1	2	2	2	1	3	1	1	1	0	1	1	2
(null)	3097	1	1	1	2	1	1	1	2	1	2	1	1	1	1	1	2	1	3	1	1	1	1	2	1	1	1	3	1	1	1
(null)	3098	1	1	1	1	1	1	1	4	2	1	1	1	1	0	1	3	1	2	1	2	1	1	2	1	1	1	1	2	1	1
(null)	3099	1	1	1	1	1	1	2	1	1	1	1	1	1	3	1	1	2	2	1	2	1	2	1	2	1	1	1	1	2	1
(null)	3100	2	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	2	3	1	1	1	1	2	1	1	2
(null)	3101	0	1	1	1	1	2	2	2	3	1	1	1	2	1	1	3	1	1	1	1	1	1	1	1	1	3	1	1	1	1
(null)	3102	2	1	0	1	3	1	1	1	1	1	1	1	2	1	2	2	1	2	1	1	1	1	1	1	1	1	1	2	3	1
(null)	3103	1	1	1	1	1	2	1	3	1	3	2	2	1	1	0	1	2	1	1	2	1	1	1	2	1	1	1	1	1	1
(null)	3104	0	1	1	2	1	3	1	1	1	1	1	1	1	1	0	1	2	3	1	2	3	1	1	1	1	1	2	2	1	1
(null)	3105	2	2	2	1	1	1	1	1	2	2	1	1	3	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1
(null)	3106	2	1	5	2	1	1	1	1	1	0	1	1	1	1	1	1	1	2	1	1	1	2	2	1	1	1	1	2	1	1
(null)	3107	2	1	2	1	4	0	1	3	1	0	1	1	1	1	2	1	1	3	2	1	1	1	0	1	1	2	1	1	1	1
(null)	3108	2	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	2	2	2	1	1	1	1	2	2	1	1	1	2	1
(null)	3109	1	2	0	1	1	2	2	1	1	1	1	3	1	1	2	1	1	1	1	1	1	1	1	2	1	1	3	1	2	1
(null)	3110	1	2	1	1	1	2	2	2	1	2	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	2
(null)	3111	1	1	1	1	2	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	6	1
(null)	3112	1	1	1	1	1	1	1	1	3	3	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	2	2	2
(null)	3113	1	2	1	0	1	1	1	1	2	1	2	1	1	2	1	1	0	1	1	1	1	0	1	2	2	1	1	4	2	3
(null)	3114	2	2	1	1	1	1	1	2	1	1	1	3	2	1	1	1	1	3	1	1	2	1	1	1	1	1	1	1	1	1
(null)	3115	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	2	2	2	2	2	1	1	2	1	1	2	1	1	1
(null)	3116	1	1	1	1	2	2	2	1	2	2	0	2	2	2	1	2	0	2	1	1	1	1	1	1	1	1	1	2	1	1
(null)	3117	1	2	2	1	2	1	1	1	1	0	2	2	1	2	1	2	1	1	1	1	1	1	2	2	0	2	0	1	2	2
(null)	3118	2	1	2	2	1	1	2	1	1	1	1	2	1	1	1	2	2	1	1	2	1	2	1	1	1	1	1	1	1	1
(null)	3119	2	1	1	4	1	1	1	1	1	1	1	3	1	1	1	1	2	1	2	1	1	1	1	1	1	1	2	1	1	1
(null)	3120	1	1	1	2	1	1	1	1	2	1	1	1	2	1	1	1	2	1	1	2	2	1	2	1	2	1	1	2	1	1
(null)	3121	3	5	2	1	2	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1
(null)	3122	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	2	3	1	2	1	2	1	2	1	1	1	1	1	2
(null)	3123	2	1	1	2	1	1	2	2	1	1	1	2	1	1	2	2	2	1	1	1	1	1	1	1	1	1	2	1	1	1
(null)	3124	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	2	1	1	2	3	1	2	3	1	1	1	1	1	1
(null)	3125	1	2	1	1	2	1	1	2	1	2	1	1	1	2	3	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1
(null)	3126	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	0	2	0	1	1	1	1	1	1	2	1	6	3	1	1
