Desc	Family ID	Adohon	Amytra	Arcpla	Bicany	Bommor	Calcec	Cydspl	Danple	Heldem	Hellat	Helmel	Hylves	Hypkah	Juncoe	Leracc	Mansex	Melcin	Opebru	Ostnub	Papgla	Papmac	Pappol	Papxut	Phosen	Pienap	Ploint	Pluxyl	Spofru	Tricni	Vancar
(null)	8964	0	1	1	0	1	0	0	0	1	1	1	2	0	1	1	1	1	1	2	1	0	0	1	1	1	2	0	1	1	1
(null)	8965	1	2	0	0	1	0	1	1	0	1	1	2	1	1	0	2	1	1	1	0	0	0	0	2	0	1	0	2	1	1
(null)	8966	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	0	1	0	1	0	0	1	1	1	1	1	1	1
(null)	8967	1	1	1	0	0	1	1	1	1	2	1	1	1	1	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1
(null)	8968	1	0	1	1	0	0	1	1	1	0	1	1	1	1	0	1	1	1	1	2	1	1	1	1	1	1	1	1	0	0
(null)	8969	1	1	1	1	0	0	1	0	1	0	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1
(null)	8970	1	0	2	1	2	0	0	1	0	0	0	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	2	1	0
(null)	8971	1	1	1	2	1	1	1	3	0	0	0	1	1	1	1	0	1	1	1	0	1	0	0	0	0	1	0	1	2	1
(null)	8972	0	2	1	1	1	1	0	1	1	1	1	1	2	1	0	0	1	1	0	0	1	1	1	1	1	1	0	1	0	1
(null)	8973	1	1	1	1	0	1	0	1	2	1	1	0	1	1	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	0
(null)	8974	1	0	0	2	1	0	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1
(null)	8975	1	1	2	1	1	0	1	1	1	0	1	1	1	1	0	1	1	1	0	0	1	0	2	1	0	1	1	0	1	1
(null)	8976	1	2	1	0	1	0	1	1	1	0	1	0	1	1	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1
(null)	8977	1	1	1	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1
(null)	8978	0	0	0	1	0	2	0	1	1	1	1	0	1	3	1	0	1	0	0	1	1	1	1	2	2	0	1	0	1	1
(null)	8979	1	1	1	1	0	1	1	1	1	1	1	1	0	1	2	1	0	1	0	0	1	0	0	1	1	1	1	1	0	2
(null)	8980	0	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	2	1	1	0	1	0	1	1
(null)	8981	0	1	0	1	2	0	1	2	1	1	1	1	0	1	1	2	1	0	1	0	0	0	0	1	1	1	0	1	1	2
(null)	8982	1	1	0	1	0	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0
(null)	8983	1	2	1	1	1	0	1	1	1	0	1	1	1	1	0	0	1	1	1	0	1	1	1	1	1	1	0	0	1	1
(null)	8984	1	1	1	0	1	1	1	0	1	0	1	1	1	1	1	2	1	0	1	1	1	0	1	1	0	1	1	0	1	1
(null)	8985	1	1	1	0	0	0	1	1	1	1	1	0	1	1	0	0	2	1	2	1	2	1	0	1	0	1	1	0	0	2
(null)	8986	1	1	1	1	0	1	1	1	1	3	1	0	0	1	1	0	0	1	1	1	1	0	1	1	1	0	1	1	1	0
(null)	8987	1	1	0	0	1	1	1	1	1	1	2	2	1	1	0	2	1	1	0	0	0	0	0	1	0	1	1	1	1	1
(null)	8988	1	1	1	1	1	0	1	2	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	0	0	0	1	0	1
(null)	8989	1	1	1	1	2	1	1	1	2	0	0	1	1	1	1	2	0	0	0	0	0	0	1	1	1	1	1	0	1	1
(null)	8990	1	1	1	1	0	0	0	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1
(null)	8991	1	0	2	1	1	0	2	1	0	0	0	1	2	1	0	0	1	1	0	0	1	2	1	1	1	0	1	2	0	1
(null)	8992	1	1	0	1	0	0	1	2	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	0	1	0
(null)	8993	1	1	1	0	1	0	1	1	1	1	0	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	1	1	1
(null)	8994	0	0	0	1	1	1	1	2	1	1	3	1	0	2	1	0	1	0	0	0	0	0	0	1	1	0	1	2	1	2
(null)	8995	1	0	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	0	0	0	0	2	1	1	1	1	1	1
(null)	8996	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	0	1	0	0	1	0	1	1	1	0
(null)	8997	1	2	0	1	1	1	1	0	0	0	1	1	1	1	0	1	1	1	1	0	0	1	0	1	1	1	1	2	1	1
(null)	8998	1	2	1	1	0	0	1	1	1	0	1	1	1	1	0	1	0	1	1	1	0	1	1	1	1	1	1	1	0	1
(null)	8999	1	2	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0	0	0	0	1	0	1	0	2	1	1
(null)	9000	1	1	1	0	0	1	1	0	1	1	2	1	0	1	1	1	1	0	1	1	1	1	1	0	1	2	1	0	1	0
(null)	9001	0	1	0	0	1	0	0	1	1	0	1	2	0	1	1	0	1	1	1	1	2	1	1	1	1	1	1	1	1	1
(null)	9002	1	1	1	1	1	0	1	1	1	0	1	1	0	1	2	0	1	1	0	1	1	0	2	1	1	0	1	1	1	0
(null)	9003	1	1	1	0	2	0	1	2	1	1	1	1	1	0	2	1	0	1	1	0	0	0	1	0	0	1	1	1	1	1
(null)	9004	0	1	1	1	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	2	1	1	1	1	2	1	1	1	1
(null)	9005	1	1	1	1	1	0	1	1	1	0	1	0	1	1	0	1	0	1	1	0	1	0	1	1	1	1	1	2	1	1
(null)	9006	1	0	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	2	1	0	1	1	0	1	1	0	0	1	1	1
(null)	9007	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	0	0	0	1	1	1	1	0	1	1
(null)	9008	1	1	1	1	0	1	1	0	1	0	0	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1
(null)	9009	1	1	1	0	1	0	1	2	1	1	1	1	1	0	1	1	1	1	1	1	0	1	0	1	1	0	1	1	1	0
(null)	9010	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	0	1	1	1	0	1	1	1	1	1	0	1	1	0	1
(null)	9011	1	1	1	1	1	0	1	1	1	0	1	1	1	1	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	0
(null)	9012	1	2	1	1	1	1	0	0	1	1	0	1	1	1	0	0	1	0	1	0	1	1	0	1	1	1	2	1	1	1
(null)	9013	0	1	1	2	0	1	1	1	1	0	1	0	1	1	0	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1
(null)	9014	0	1	0	1	2	1	0	0	0	0	0	3	0	1	1	1	0	1	1	1	1	2	1	1	1	1	0	1	1	1
(null)	9015	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	0	1	1	1	1	0	1	1	1
(null)	9016	0	1	0	1	1	0	1	1	1	0	1	1	0	1	0	1	0	1	1	1	1	1	2	1	0	1	1	1	1	2
(null)	9017	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	2	0	1	1	0	1	1	0	1	1
(null)	9019	0	0	1	1	1	0	1	1	1	1	1	1	1	1	0	0	2	1	0	1	1	1	1	2	1	0	1	1	0	1
(null)	9020	0	0	0	0	0	0	0	3	4	3	4	0	0	0	0	0	0	0	0	0	0	0	0	7	3	0	0	0	0	0
(null)	9021	1	0	1	1	1	0	1	1	1	0	1	0	1	1	0	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1
(null)	9022	0	0	0	1	0	0	0	0	1	1	0	0	0	10	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	7
(null)	9023	1	0	0	1	1	0	0	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
(null)	9024	0	1	1	1	1	1	0	1	1	2	1	1	1	1	0	0	0	1	1	0	1	1	1	1	0	1	1	0	1	1
(null)	9025	5	0	0	0	0	0	11	0	0	0	0	0	1	0	1	0	0	1	2	0	0	0	0	0	0	0	2	0	0	0
(null)	9026	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	0	0	0	0	1	0	0	0	1	2	1
(null)	9027	1	0	0	3	0	0	0	0	0	0	0	1	0	9	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	6
(null)	9028	1	1	1	0	1	0	2	0	0	1	0	2	0	0	0	2	0	1	1	1	0	0	0	1	1	2	1	2	1	1
(null)	9029	1	0	0	1	0	1	1	1	1	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	0	1	1	1	1	1
(null)	9030	0	2	1	2	1	0	1	0	1	1	1	1	1	1	0	1	1	1	0	0	1	1	1	1	1	0	0	1	0	1
(null)	9031	1	1	1	1	0	0	1	1	1	0	1	1	1	1	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1
(null)	9032	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	0	0	1	1	1	0	0	1	0	1	1	1
(null)	9033	1	1	0	1	1	0	1	0	1	0	1	1	1	1	0	0	1	1	1	1	1	2	1	1	1	0	1	0	1	1
(null)	9034	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	6	0	9	0	0	0	1	0	0	0
(null)	9035	1	1	1	0	0	2	1	0	0	0	0	1	1	0	1	1	0	1	0	1	1	1	1	1	0	1	1	2	2	1
(null)	9036	0	1	1	1	0	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0	2	1	1	1	1	0	0	1	0	1
(null)	9037	1	1	1	0	1	0	1	1	1	1	1	1	1	1	0	0	1	0	1	0	1	1	1	0	1	1	1	1	1	1
(null)	9038	1	1	0	1	0	1	1	1	2	1	1	1	1	1	2	0	0	0	1	0	0	1	1	1	1	1	0	1	1	0
(null)	9039	0	0	4	0	0	0	4	0	0	0	0	0	1	1	0	0	5	1	1	0	0	0	0	0	1	1	0	1	0	3
(null)	9040	1	0	1	1	1	0	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1
(null)	9041	2	0	1	0	0	0	3	0	0	0	0	1	2	0	1	1	0	1	1	1	2	1	1	1	1	0	0	2	1	0
(null)	9042	1	1	1	0	2	1	2	0	1	1	1	1	1	1	0	0	1	1	1	0	0	0	0	1	1	1	0	1	1	1
(null)	9043	3	1	2	0	0	0	1	0	0	0	0	5	1	0	0	2	0	0	2	0	0	0	0	0	0	1	0	2	3	0
(null)	9044	1	1	1	0	0	1	1	0	0	0	1	0	3	1	0	1	0	1	1	1	1	1	1	0	0	1	2	1	2	0
(null)	9045	1	1	1	1	1	1	1	1	1	0	0	1	0	0	2	1	0	0	1	0	1	1	1	0	1	1	2	1	1	0
(null)	9046	1	1	1	0	0	0	1	1	1	0	1	1	1	1	0	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1
(null)	9047	1	1	1	0	0	0	1	1	1	0	1	0	2	1	0	1	2	1	1	0	1	1	1	1	0	0	1	1	1	1
(null)	9048	1	1	1	1	0	1	1	1	1	0	1	0	1	1	1	0	1	1	1	1	1	1	1	1	0	1	0	1	0	1
(null)	9049	1	1	1	1	1	0	1	2	1	1	1	0	1	0	1	0	0	1	0	0	2	0	1	1	1	2	1	1	0	0
(null)	9050	1	1	1	1	0	0	1	1	1	1	1	1	1	0	0	0	1	1	0	0	1	1	1	1	1	1	1	1	1	1
(null)	9051	2	1	1	0	1	1	0	0	1	1	1	1	1	2	0	1	0	2	0	1	1	1	0	1	0	1	1	1	0	0
(null)	9052	1	1	1	1	2	0	1	1	1	0	1	1	1	1	0	1	1	1	1	0	0	0	0	1	0	1	1	1	1	1
(null)	9053	1	2	1	0	1	0	1	0	0	0	0	1	1	0	1	1	0	1	1	2	1	1	1	1	0	1	2	1	1	0
(null)	9054	0	0	1	1	1	1	0	1	1	0	1	1	1	1	0	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1
(null)	9055	1	1	1	0	1	1	1	1	0	0	1	2	1	1	0	1	0	0	1	0	1	1	1	1	1	0	2	0	1	1
(null)	9056	1	1	1	1	0	0	2	1	1	1	1	0	1	1	0	0	1	1	0	0	1	1	1	1	0	0	2	1	1	1
(null)	9057	1	0	0	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	0	1	0	1	1	1	1	1
(null)	9058	1	1	1	1	1	0	0	0	1	1	1	1	1	0	1	1	0	1	1	0	1	1	0	1	0	2	1	1	1	1
(null)	9059	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	0	1	1	1	1	0	1	0	1	0	1
(null)	9060	1	1	1	0	2	0	1	1	1	2	1	1	1	1	1	0	1	1	1	1	0	1	0	0	1	0	1	0	1	0
(null)	9061	1	1	0	2	1	1	1	0	0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	0	0	1	1	1	1	1
(null)	9062	1	1	1	0	1	1	1	0	0	0	0	1	2	1	0	3	1	1	1	1	0	0	0	1	0	1	0	1	2	1
(null)	9063	1	1	1	0	1	1	1	1	1	0	0	0	1	1	2	1	1	0	1	0	1	1	0	1	0	1	1	1	1	1
(null)	9064	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	0	0	1	0	1	0	1	1	1	1	1
(null)	9065	1	0	1	1	1	0	1	1	0	0	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1
(null)	9066	0	1	1	3	1	1	0	0	1	1	2	1	2	1	1	1	1	0	0	0	0	0	0	1	0	1	0	1	1	1
(null)	9067	1	0	1	0	1	0	1	0	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	0	1	1	1	1	1	1
(null)	9068	0	1	1	1	1	0	1	1	1	0	2	1	1	1	1	0	1	0	1	0	1	1	0	1	1	0	1	0	1	2
(null)	9069	1	1	1	1	1	0	1	1	1	0	1	0	2	1	0	1	0	0	1	0	1	0	1	1	1	1	1	1	1	1
(null)	9070	0	2	1	0	1	0	1	1	1	1	1	1	1	1	0	1	0	1	1	0	0	0	0	1	1	1	1	1	2	1
(null)	9071	1	1	1	2	1	0	1	0	1	1	1	1	1	1	0	1	1	1	0	1	1	0	1	1	0	1	0	1	0	1
(null)	9072	0	0	0	3	0	0	0	2	3	2	3	0	0	4	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3
(null)	9073	1	1	1	1	1	1	1	1	1	1	1	2	0	1	1	1	0	0	2	0	0	0	0	1	0	1	0	1	1	1
(null)	9074	1	1	1	1	1	0	1	0	1	1	1	1	1	0	0	1	1	1	1	0	1	1	1	1	1	0	1	1	0	1
(null)	9075	1	1	1	1	1	0	1	1	0	0	0	2	1	1	0	3	1	1	0	0	0	0	0	1	1	1	1	1	1	1
(null)	9076	1	1	1	1	1	0	1	1	0	0	1	1	1	1	1	1	0	1	1	0	0	1	1	1	1	1	0	1	1	1
(null)	9077	2	1	1	0	1	1	2	1	0	0	0	1	2	1	0	0	0	1	1	0	1	1	1	0	0	1	1	1	1	1
(null)	9078	1	1	1	1	0	1	0	0	1	0	1	0	1	1	2	1	1	1	1	1	1	0	1	1	0	1	0	1	1	1
(null)	9079	0	0	1	1	0	1	1	1	1	0	1	2	1	1	0	1	1	1	0	0	1	1	1	1	1	1	0	1	1	1
(null)	9080	1	1	1	1	1	0	1	1	0	1	1	1	0	1	1	0	1	1	0	0	1	1	0	1	0	2	1	1	1	1
(null)	9081	1	1	1	0	0	0	1	1	1	2	1	1	1	1	1	0	1	0	1	0	1	1	1	1	0	1	1	1	0	1
(null)	9082	1	1	1	0	1	1	1	0	2	0	1	1	1	1	0	1	0	0	1	0	1	0	1	1	1	1	1	1	1	1
(null)	9083	1	1	1	0	1	0	0	1	1	1	1	1	0	1	1	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1
(null)	9084	1	1	1	1	0	0	1	1	0	2	0	1	1	1	1	0	1	1	1	1	1	0	0	1	1	1	0	1	1	1
(null)	9085	0	1	2	1	1	0	0	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	0	0	1	1	0
(null)	9086	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	0	1	1	1	1
(null)	9087	0	0	0	2	0	1	0	4	1	1	1	0	0	2	4	0	0	0	0	0	0	0	0	3	2	0	0	0	0	2
(null)	9088	1	1	1	1	1	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	0	0	0	1	1	1	0	1	1	1
(null)	9089	1	0	1	1	1	0	1	0	1	2	1	0	1	1	0	0	1	1	1	1	1	1	1	0	0	0	1	1	2	1
(null)	9090	0	1	1	1	1	0	1	0	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	0	0	1	1	1
(null)	9091	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	0	1	1	0	1	1	1	1	0	0	1	0	2	1	1
(null)	9092	1	1	0	1	0	1	1	1	1	0	1	1	1	0	0	0	0	0	1	2	1	2	1	1	1	0	1	1	1	1
(null)	9093	1	2	1	0	1	0	1	1	1	1	1	1	1	1	0	2	0	0	0	0	1	1	1	1	0	1	1	0	1	1
(null)	9094	1	0	0	1	1	1	2	2	0	1	1	1	1	2	2	1	0	0	0	0	0	0	0	1	1	1	0	0	1	2
(null)	9095	1	0	1	2	1	0	3	2	1	1	1	1	1	0	0	1	1	0	1	0	0	0	0	1	1	0	0	1	1	1
(null)	9096	1	1	0	2	1	0	1	1	0	0	0	0	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1
(null)	9097	1	1	0	1	0	1	1	0	1	1	1	1	0	1	2	0	1	1	1	1	1	1	0	1	0	1	1	1	0	1
(null)	9098	0	0	0	0	18	1	0	0	0	0	1	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0
(null)	9099	1	1	1	0	0	0	1	1	1	1	1	1	1	0	1	0	1	0	1	1	1	2	1	1	0	1	1	1	1	0
(null)	9100	0	1	1	2	1	1	1	1	1	1	1	1	1	1	0	1	0	0	0	0	1	0	1	1	0	1	1	1	1	1
(null)	9101	1	1	0	1	1	1	1	0	1	0	1	1	1	1	1	0	1	1	1	0	1	1	1	1	0	1	1	1	0	1
(null)	9102	2	1	0	0	1	1	1	1	0	1	1	0	1	1	0	0	1	0	1	1	1	1	1	1	1	1	1	1	0	1
(null)	9103	1	0	1	0	1	1	1	1	0	0	1	0	1	1	1	0	1	2	0	1	1	1	1	1	1	0	1	1	1	1
(null)	9104	1	0	1	1	1	0	1	1	1	0	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	0	0	1	1	1
(null)	9105	0	1	2	0	0	2	0	2	3	0	2	3	2	3	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
(null)	9106	1	0	1	2	0	0	1	2	1	2	1	1	0	1	1	0	1	1	1	0	0	0	0	1	1	0	1	1	1	1
(null)	9107	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0	1	0	0	1	1	1	1	0	1	1	1	1	1
(null)	9108	1	1	1	1	1	1	1	1	0	0	0	1	1	1	0	2	2	1	1	0	0	0	0	1	1	1	0	1	1	1
(null)	9109	0	1	0	1	0	0	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
(null)	9110	1	1	1	1	0	1	1	1	1	1	1	1	1	0	0	2	0	1	1	0	1	1	1	0	0	1	1	1	1	0
(null)	9111	0	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	1	0	1	1	0	1	1	1	1	0	1
(null)	9112	0	1	0	1	0	1	0	1	0	1	1	2	1	1	1	1	1	1	1	1	1	1	0	1	0	0	1	1	1	1
(null)	9113	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	0	1	0	1	1	0	1	1	1	1
(null)	9114	2	1	0	1	2	0	0	0	1	1	0	1	0	1	1	1	0	1	0	1	2	1	0	0	1	1	1	0	1	2
(null)	9115	0	2	0	1	1	1	0	1	1	1	1	2	1	1	1	2	0	1	0	1	0	1	1	1	0	0	0	0	1	1
(null)	9116	0	1	0	0	1	0	0	0	5	5	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(null)	9117	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	2	1	1	0	1	1	1	1	1	0	2	0	1	0	1
(null)	9118	0	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	0	0	1
(null)	9119	0	1	1	1	1	0	1	1	1	0	1	1	1	1	0	0	1	1	1	0	1	1	1	1	1	1	0	1	1	1
(null)	9120	0	2	1	1	0	1	1	1	1	0	1	1	1	1	0	1	1	1	1	0	1	1	1	0	0	1	0	1	1	1
(null)	9121	0	1	1	1	1	1	1	0	1	1	1	1	0	1	1	0	1	1	1	0	1	1	1	1	1	1	0	1	0	1
(null)	9122	0	0	1	1	0	0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	0	1	1	1	1	1
(null)	9123	0	1	1	0	0	1	1	1	1	0	1	2	1	0	1	1	0	0	1	1	1	1	1	1	0	1	1	1	1	1
(null)	9124	0	1	1	0	1	0	1	0	1	1	1	1	1	1	0	2	1	2	0	0	1	1	0	1	0	1	1	1	1	1
(null)	9125	0	0	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	0	1
(null)	9126	0	0	1	1	0	0	1	1	1	0	1	1	1	1	0	1	1	1	1	0	1	1	0	1	1	1	2	1	1	1
(null)	9127	0	0	1	0	0	0	1	2	1	2	1	0	0	0	0	1	0	0	0	1	2	1	5	1	1	0	0	0	0	3
(null)	9128	0	0	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	0	1	1
(null)	9129	0	4	1	0	1	1	1	0	1	0	0	1	1	0	0	1	0	0	2	0	0	0	0	1	2	1	2	1	1	0
(null)	9130	1	1	1	1	0	1	0	1	1	0	1	1	1	0	1	1	0	0	1	1	1	1	1	0	1	1	1	1	1	0
(null)	9131	0	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	0	1	1	0	1	0	1	0
(null)	9132	1	2	1	0	1	0	1	1	0	0	0	1	1	0	0	1	0	1	1	1	1	1	1	1	1	1	0	1	2	0
(null)	9133	1	1	0	1	1	1	1	1	0	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	0	1	1	0	0	1
(null)	9134	0	1	1	0	0	1	0	1	1	1	1	1	0	1	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1
(null)	9135	3	0	4	0	0	0	5	0	1	0	0	0	0	2	1	0	0	0	4	0	0	0	0	0	0	0	0	2	0	0
(null)	9136	1	0	1	0	1	0	1	1	1	0	0	2	0	1	0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1
(null)	9137	1	1	1	1	1	1	1	1	0	0	0	1	1	1	0	0	1	1	1	1	0	1	0	1	1	1	0	1	1	1
(null)	9138	1	1	1	0	1	0	1	1	2	1	1	0	1	1	0	0	1	1	1	0	1	1	1	1	0	1	0	1	0	1
(null)	9139	1	1	2	0	1	0	1	1	1	1	1	1	1	1	0	0	1	1	0	0	1	1	1	0	1	0	1	1	0	1
(null)	9140	1	1	1	1	0	2	1	1	0	0	0	1	1	1	1	0	0	2	2	0	0	0	0	0	0	2	1	1	1	1
(null)	9141	1	0	0	1	1	1	0	1	1	1	2	0	1	1	1	0	1	0	0	2	0	1	1	0	1	2	0	0	0	2
(null)	9142	1	0	1	1	1	0	1	1	0	0	1	1	0	1	0	2	1	1	1	0	1	1	1	1	0	1	0	1	1	1
(null)	9143	2	0	0	1	0	0	1	1	1	1	1	1	0	2	1	1	1	1	0	0	0	0	0	1	1	1	0	2	1	1
(null)	9144	0	0	0	0	0	0	0	0	0	1	11	0	0	4	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	1
(null)	9145	1	0	0	2	0	0	1	0	0	0	1	1	0	0	0	2	1	1	0	1	1	1	2	1	3	1	1	0	0	1
(null)	9146	2	0	1	1	0	1	0	2	0	1	2	1	0	2	0	1	1	0	1	1	0	0	0	1	0	1	0	1	1	1
(null)	9147	0	1	0	1	0	1	1	1	1	1	1	1	0	0	2	0	0	0	1	1	1	1	2	0	0	1	1	1	1	1
(null)	9148	1	1	0	0	0	0	1	1	1	1	1	1	2	0	1	1	0	1	1	0	1	1	0	1	1	1	1	1	1	0
(null)	9149	1	0	1	1	0	0	1	1	1	1	1	1	0	1	1	1	1	1	1	0	0	1	1	1	1	0	1	1	0	1
(null)	9150	2	0	0	0	0	0	0	2	0	0	0	1	1	1	1	1	1	1	1	2	1	1	2	1	1	0	0	0	1	1
(null)	9151	1	0	1	1	1	1	0	1	0	0	1	1	0	1	0	1	1	0	2	1	1	1	1	2	0	0	0	1	1	1
(null)	9152	1	1	1	1	1	0	0	2	1	0	1	0	1	1	0	0	1	1	1	0	1	1	1	0	0	1	1	1	1	1
(null)	9153	0	0	1	1	1	1	1	0	0	0	0	1	1	0	1	1	0	1	1	0	0	0	0	2	3	0	1	1	3	1
(null)	9154	3	0	0	1	0	0	0	3	0	0	0	0	0	2	1	1	1	0	0	0	0	0	1	0	7	0	0	1	0	1
(null)	9155	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	0	0	1	0	1	0	0	1	1	1
(null)	9156	1	1	1	1	1	0	1	1	0	0	1	1	1	1	0	0	1	1	1	0	1	1	1	1	1	0	0	1	1	1
(null)	9157	0	1	1	1	1	0	0	1	1	1	2	0	1	2	0	0	2	0	0	0	1	1	1	1	1	0	1	0	1	1
(null)	9158	1	0	2	0	1	1	1	1	0	0	1	1	2	1	0	0	1	1	1	1	0	1	0	2	0	0	0	2	0	1
(null)	9159	1	1	1	0	0	0	1	1	1	1	1	0	1	1	0	0	1	1	2	0	1	1	1	1	0	0	1	1	1	1
(null)	9160	0	1	1	1	0	1	1	1	1	0	1	0	1	1	0	1	1	1	0	0	1	1	1	1	1	0	1	1	1	1
(null)	9161	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	0	0	0	1	1	0	0	1	1	1
(null)	9162	1	1	1	1	0	1	1	0	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	0	0	1	2	0	0	0
(null)	9163	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	1	0	1	0	0	1	1	1	0	1	1	1	1	1
(null)	9164	1	1	1	1	1	1	0	1	0	0	0	1	2	1	1	1	1	1	1	0	0	0	0	1	1	1	0	1	1	1
(null)	9165	1	1	1	0	0	0	1	2	0	2	1	0	1	1	0	0	1	2	1	1	1	1	1	0	0	1	0	0	1	1
(null)	9166	1	0	1	1	1	1	1	0	0	0	0	1	2	0	1	1	2	1	1	0	1	1	0	0	1	0	1	1	1	1
(null)	9167	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0	0	1	1	1	0	1	1	1	1	0	0	0	2	0	1
(null)	9168	1	1	1	1	0	0	1	0	0	1	1	1	1	1	1	1	0	1	1	0	1	1	1	0	0	3	1	0	0	1
(null)	9169	1	1	1	1	1	1	1	0	2	1	1	1	0	0	0	1	0	0	1	1	1	1	1	1	0	1	1	0	1	0
(null)	9170	0	1	1	0	0	0	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	0	1	1	1
